post_id,brand_username,total_reactions,total_comments
2358291408375094000,offcorss,307,3
2358478063367099443,offcorss,252,0
2358945154834733655,offcorss,446,8
2359171723386341194,offcorss,307,8
2359696956068873727,offcorss,1330,64
2359958293806104958,offcorss,315,2
2360435089886638596,offcorss,1693,82
2360661713341016014,offcorss,507,6
2361169213672847752,offcorss,821,29
2361376260279839526,offcorss,815,24
2362079527301906692,offcorss,968,36
2363319418828612024,offcorss,763,13
2363460987225310192,offcorss,305,0
2363604340340172668,offcorss,714,12
2364009316631956948,offcorss,459,4
2364144674153492917,offcorss,474,0
2364366949868000219,offcorss,405,0
2364741348853021003,offcorss,552,8
2364904836833348628,offcorss,202,4
2365064523390321830,offcorss,410,2
2365438008393624177,offcorss,583,4
2365558809022661778,offcorss,923,8
2365740361551115281,offcorss,333,0
2366185332678759190,offcorss,387,0
2366328888043687603,offcorss,249,2
2366479943476705632,offcorss,311,18
2366902737330952571,offcorss,202,0
2367054454417315754,offcorss,503,6
2367205742232944778,offcorss,201,0
2367634051236260727,offcorss,286,0
2367822345379100990,offcorss,309,4
2367961314876103320,offcorss,375,6
2368337093854071397,offcorss,450,4
2368457917987687506,offcorss,366,2
2368624007585286455,offcorss,331,10
2369865317465519723,offcorss,328,4
2369875449494757066,offcorss,156,8
2369876386267466582,offcorss,1208,8
2370530116780341983,offcorss,1376,8
2370677552688732390,offcorss,807,14
2370867415292380415,offcorss,3654,57
2371266972694342088,offcorss,1416,8
2371417068798791064,offcorss,854,10
2371554407240112985,offcorss,390,0
2372004492071636511,offcorss,1466,8
2372162351589616221,offcorss,968,0
2372313187494120204,offcorss,603,4
2372778069259577168,offcorss,605,17
2372925752993495338,offcorss,464,4
2373050018728574641,offcorss,506,2
2373441292916897650,offcorss,526,0
2373633340777410747,offcorss,434,6
2373758660532520725,offcorss,472,4
2374223579895951784,offcorss,649,6
2374411043650638716,offcorss,455,2
2374549980096428967,offcorss,901,5
2374924725094668468,offcorss,217,0
2375113481315427438,offcorss,806,8
2375276147741006261,offcorss,237,0
2375659427594237862,offcorss,276,0
2375851324912592821,offcorss,335,2
2375986012721306691,offcorss,537,2
2376422471668393921,offcorss,261,7
2376422667936675516,offcorss,218,2
2376422808102050473,offcorss,234,2
2377092096085363885,offcorss,237,0
2377339627918611282,offcorss,347,0
2377792062105729205,offcorss,297,2
2378046101319211983,offcorss,349,7
2378576447721671806,offcorss,230,2
2378821701284637483,offcorss,202,4
2379254838569250185,offcorss,223,4
2379525877707163527,offcorss,170,4
2379992993962427446,offcorss,371,0
2380326507467595691,offcorss,308,2
2380758517248133912,offcorss,253,7
2381039354514410425,offcorss,497,0
2381459951006495344,offcorss,302,6
2381741299784891694,offcorss,368,2
2382189622731844434,offcorss,274,2
2382481816176866248,offcorss,648,16
2382958086803307306,offcorss,173,2
2383180001279085005,offcorss,296,0
2383637077813926242,offcorss,250,5
2383904710916526433,offcorss,222,0
2384297350702183389,offcorss,117,2
2384663410815809498,offcorss,137,0
2385052361704827565,offcorss,371,4
2385354251365575516,offcorss,297,2
2385759281284391435,offcorss,231,0
2385932089251798379,offcorss,224,0
2386079133898702084,offcorss,97,2
2386532705455996796,offcorss,419,2
2386774728985455732,offcorss,165,0
2387263777172907242,offcorss,557,4
2387535038616742741,offcorss,296,2
2387990812199662504,offcorss,135,0
2388278932370785193,offcorss,181,0
2388684649804863009,offcorss,137,0
2388989737178065015,offcorss,340,4
2389404715987018441,offcorss,278,0
2390068748255895305,offcorss,239,4
2390251063393208611,offcorss,211,0
2390458230670935221,offcorss,173,0
2390913271626287942,offcorss,237,0
2391540842441412063,offcorss,187,0
2391763047062400655,offcorss,361,13
2392254695257057290,offcorss,187,0
2392470622271594225,offcorss,211,0
2392601641540805000,offcorss,207,2
2393117321737545264,offcorss,440,20
2393118026221339291,offcorss,114,0
2393118629605588750,offcorss,1399,35
2393719844555179122,offcorss,786,16
2393840594616060855,offcorss,203,6
2394051979224806471,offcorss,286,10
2394459579581879675,offcorss,135,15
2394595348816486376,offcorss,880,18
2395168357843292767,offcorss,235,0
2395275064174973206,offcorss,117,0
2395395834939273367,offcorss,886,14
2395516618118609601,offcorss,178,72
2395915670912079490,offcorss,300,4
2396044991454607224,offcorss,345,10
2396226190957410295,offcorss,348,18
2396618783348423653,offcorss,367,6
2396784870824268052,offcorss,494,10
2396935862286959556,offcorss,233,6
2397343383002789393,offcorss,304,2
2397449248770785025,offcorss,692,22
2397675688330111360,offcorss,280,2
2398053284314205256,offcorss,386,4
2398204221561352907,offcorss,273,0
2398370316662487424,offcorss,189,0
2399013283307819279,offcorss,262,2
2399080058045118866,offcorss,965,14
2399185759748875171,offcorss,245,4
2399599697297610178,offcorss,442,6
2399744346997052958,offcorss,103,0
2399850050546161972,offcorss,372,4
2400392870449177845,offcorss,135,0
2400483953392914437,offcorss,246,0
2400604729097921609,offcorss,272,4
2401027779702415714,offcorss,1416,55
2401178817151595103,offcorss,651,10
2401299595289420429,offcorss,1233,28
2401692217518537529,offcorss,387,4
2401872506933630749,offcorss,101,4
2402024413131285171,offcorss,730,18
2402432018437800847,offcorss,177,0
2402567915942661986,offcorss,645,8
2402734014986266315,offcorss,184,0
2403182798199529894,offcorss,247,6
2403337755150177859,offcorss,424,6
2403473601232890739,offcorss,297,4
2403926922078926108,offcorss,485,6
2404062759286215912,offcorss,365,0
2404198705520616630,offcorss,402,8
2404591265774600008,offcorss,2006,184
2404742231064863403,offcorss,952,19
2404923456387946889,offcorss,421,8
2405315826161850983,offcorss,477,2
2405451764141689009,offcorss,452,7
1947529341363475685,epk,718,9
1948042753524771822,epk,101,2
1948314490518673645,epk,229,1
1948707162190309162,epk,133,1
1948767574378229230,epk,1211,43
1949009086882089841,epk,779,5
1949492328810750700,epk,718,6
1949733876488123958,epk,684,0
1950201924164648657,epk,1190,10
1950519006307687051,epk,407,5
1951636437109382806,epk,543,14
1951908203094583287,epk,1022,5
1953357750320522502,epk,265,6
1954052331441873068,epk,415,10
1954535575333597061,epk,925,9
1955260353321278202,epk,149,2
1955331865172657875,epk,1335,5
1955562250783677338,epk,3780,52
1956226643963905940,epk,279,8
1956891030575817357,epk,324,3
1956981631728081570,epk,506,5
1958370884122888058,epk,943,3
1959171018326839847,epk,831,3
1959790151427087141,epk,4397,58
1960575325278493500,epk,311,3
1961300079308332266,epk,567,8
1962024867010005392,epk,604,1
1962749648177066482,epk,664,6
1963504599534771486,epk,2522,31
1964190564892889991,epk,184,37
1964893760535775578,epk,1346,8
1965618519254976403,epk,520,20
1966343281421802196,epk,744,0
1967068063368846297,epk,791,5
1967643283423175293,epk,348,10
1968321392791224762,epk,1206,13
1969067250864333384,epk,1263,4
1969348050826478584,epk,295,25
1969967392953845422,epk,517,4
1970692071024945774,epk,830,1
1971416722503998176,epk,148,1
1972156596865568498,epk,351,5
1972654916176246801,epk,332,6
1972896548125667701,epk,659,2
1973621343410703240,epk,912,2
1974134699620040232,epk,1131,10
1974346124191814342,epk,775,5
1974874598585319397,epk,971,8
1975085914449161974,epk,413,1
1975569180478201937,epk,193,5
1975825885002952948,epk,1190,3
1976293888656031153,epk,450,3
1976550590588603593,epk,679,4
1977245139682101474,epk,987,27
1977974498344667208,epk,1099,55
1978000414831694565,epk,388,3
1978679563992727573,epk,1710,8
1979208430293873616,epk,274,64
1979404396414216269,epk,628,3
1980144265843300494,epk,828,3
1980869054794983401,epk,1763,14
1981533391536732449,epk,472,10
1982378959540471145,epk,1257,15
1983043349616890376,epk,428,6
1983798304875356463,epk,547,4
1984492901691561459,epk,300,2
1985217684150675378,epk,146,0
1985942640781995361,epk,1623,9
1986667369570560706,epk,4744,45
1987422160118622197,epk,1347,2
1988162108862102658,epk,406,1
1988871783756753212,epk,361,4
1989566301787309635,epk,1036,8
1991016077074373948,epk,178,1
1991740854139545557,epk,842,5
1992465655221062764,epk,713,3
1993190482860867206,epk,1237,6
1994640070159447838,epk,306,3
1995153306579409528,epk,431,4
1995878253656321657,epk,740,2
1996089572993257342,epk,624,5
1996512124802505302,epk,1260,5
1996513549825627717,epk,347,1
1996515072081250853,epk,314,0
1997523960234566902,epk,417,4
1997644519647844803,epk,638,11
1998052283423507257,epk,167,1
1998263657126327529,epk,1423,13
1999486690143259805,epk,1290,10
1999713250246919787,epk,1850,19
2000211429686202183,epk,1056,16
2000437966947686607,epk,186,4
2000951916340554205,epk,580,0
2001162746042713958,epk,546,3
2001661067920159638,epk,240,10
2001887700207995882,epk,1055,8
2002401583028925519,epk,827,6
2002612568893242358,epk,2023,31
2003125958430572077,epk,337,2
2003337054328266635,epk,988,9
2004061836753519503,epk,464,5
2004605425078325373,epk,1899,13
2004786617828488475,epk,193,3
2005269950337201157,epk,1168,14
2005511402484993368,epk,1999,34
2006025306302807321,epk,1922,28
2006236442197278533,epk,959,7
2006719769664731451,epk,1209,16
2007474940392840511,epk,599,1
2007685923673577704,epk,928,12
2008169468464653565,epk,2437,41
2008410515073442260,epk,356,1
2009135531876592496,epk,392,7
2009649267410375594,epk,978,13
2009859996776391678,epk,662,4
2010373418769137732,epk,268,6
2010584866896131251,epk,583,5
2011098398578201678,epk,1224,28
2012759421697733027,epk,245,5
2013484146048880388,epk,1697,13
2013967717179961138,epk,322,5
2014209034212456180,epk,1185,6
2016383047630228754,epk,274,1
2017108018497316344,epk,342,2
2017834059976946897,epk,1012,13
2018557352191448607,epk,254,2
2019282507900818323,epk,937,3
2020021962563448637,epk,364,8
2020671326118126559,epk,492,9
2021215490463289469,epk,365,12
2021940032404102821,epk,1612,18
2022181218129752064,epk,218,0
2022664947184893292,epk,610,4
2022906243338192449,epk,1222,16
2023389716423262392,epk,431,12
2024839820535541965,epk,368,2
2025080804682947920,epk,307,4
2025564221597827745,epk,378,0
2026288387737284896,epk,193,0
2026529983053558885,epk,752,1
2027254676878496673,epk,1927,34
2027737957830868303,epk,402,7
2028462953075246373,epk,960,11
2028704276994687931,epk,258,2
2030153838120837664,epk,590,4
2031376790355130769,epk,410,3
2031603506495104575,epk,200,5
2032101710596720354,epk,487,4
2032826328588492860,epk,122,1
2033536058738977410,epk,733,6
2034411999325416469,epk,407,2
2035076869171645979,epk,102,0
2035227366008457148,epk,516,8
2035710393952187539,epk,3448,50
2035952141396669060,epk,245,1
2037401723761622402,epk,185,1
2037885240912356650,epk,1032,8
2038126253966842771,epk,225,7
2038609739920071392,epk,218,0
2038805729696298371,epk,199,2
2039334326773406367,epk,1557,18
2039515480440842093,epk,508,9
2040285492478879848,epk,414,9
2041025435996021740,epk,391,0
2041509172416398764,epk,435,3
2041735128062256404,epk,613,16
2042234002262516051,epk,217,2
2042294203745374511,epk,187,3
2042459809278938395,epk,177,0
2042928384775278652,epk,166,4
2043182700627986027,epk,269,2
2043199720273574964,epk,377,2
2043713102999876406,epk,208,4
2043924534775694895,epk,1369,23
2044407712365426759,epk,229,4
2045147542040936294,epk,669,20
2045374029415497302,epk,125,1
2046098870259089468,epk,1468,17
2046582849001096674,epk,414,13
2047548413156684388,epk,851,18
2048273124706519071,epk,154,6
2048756421824070048,epk,438,8
2048997915151514512,epk,542,12
2049488645758271580,epk,493,5
2049722701050153290,epk,1004,9
2050447716695544984,epk,1151,10
2051172321776236147,epk,680,9
2051882150987775493,epk,429,8
2052606706518034316,epk,4030,66
2053346702849988225,epk,582,4
2053829795914425598,epk,459,0
2054554661714984584,epk,372,2
2054796139723861194,epk,105,3
2055520886489152076,epk,273,1
2056049373792741945,epk,343,4
2056245719967715621,epk,662,15
2058179291443905651,epk,892,8
2058256533763158525,epk,1275,14
2058420206041553021,epk,534,7
2060352808558020829,epk,3942,79
2061140432210343775,epk,1656,24
2061319123468878729,epk,680,6
2062044069530901317,epk,303,6
2062527480590647006,epk,375,1
2062768899301544353,epk,235,9
2063251920937000831,epk,1708,25
2063493689905565243,epk,267,0
2064701419332999033,epk,135,1
2064943083083407556,epk,876,11
2065426157483162552,epk,219,3
2065667796504619850,epk,766,4
2066150948741807879,epk,274,3
2067117488064670237,epk,2009,28
2067842106786200289,epk,225,1
2068566865169873622,epk,1606,14
2069050017675871180,epk,149,0
2069774840223786780,epk,512,9
2070741184821954265,epk,890,3
2071466079486751332,epk,725,16
2072190873706572846,epk,853,9
2072915631897146657,epk,1187,8
2073640394726642131,epk,718,9
2074365059988310576,epk,327,1
2075120062088633322,epk,501,11
2075573004340267162,epk,749,15
2075814622146073662,epk,441,6
2076539390788904771,epk,1046,11
2077989058886704578,epk,667,13
2079197104572919424,epk,1021,28
2080163780781130228,epk,597,13
2082337611444484881,epk,494,4
2083062473511312918,epk,536,12
2083590864807153735,epk,638,8
2084330996615257239,epk,335,5
2085780748472951690,epk,1081,22
2086686266418808076,epk,2734,35
2087411039591580595,epk,968,15
2088135866728304719,epk,2810,50
2088860589611284553,epk,279,1
2090310130428429561,epk,1467,14
2091759760399896186,epk,412,4
2093755377836366655,epk,456,5
2093934092147063287,epk,515,4
2094658840783786407,epk,247,3
2096108318301134488,epk,350,8
2096833281173829833,epk,575,13
2097557911396330825,epk,1649,16
2098282899979407326,epk,669,18
2099007467764692296,epk,444,4
2099732263882441037,epk,528,2
2101909062475144287,epk,1172,9
2102633819239712707,epk,855,24
2103358624022537340,epk,1408,33
2104624579566431325,epk,862,56
2106255640338088937,epk,943,15
2107704975619293699,epk,756,8
2108429801151927310,epk,392,0
2109154771767333324,epk,1164,23
2109879111718608463,epk,945,20
2110603954030963285,epk,861,20
2112778226355170455,epk,335,1
2113503248458518008,epk,577,7
2114952586700204086,epk,409,0
2116217163181250581,epk,656,5
2117126922903612864,epk,505,2
2117851863487115819,epk,559,6
2118576655191593662,epk,590,8
2119301236835471680,epk,272,3
2120026065295588332,epk,1202,9
2120751140158025109,epk,281,0
2121475547730010898,epk,599,16
2122200625247703321,epk,329,2
2122925320448328505,epk,1167,1
2124374688898515812,epk,876,5
2124860329967055683,epk,406,3
2125099494048543515,epk,508,5
2125709047886692097,epk,740,14
2126335037960293057,epk,1748,30
2126548975321601235,epk,423,4
2127273754156591630,epk,691,1
2127998732642539034,epk,1022,7
2128723500470192846,epk,635,2
2130897639439478126,epk,720,10
2131622511926964618,epk,479,5
2132347235312444041,epk,890,13
2133072142116133176,epk,518,8
2134518767253567306,epk,438,0
2135246299163737662,epk,761,9
2135971090110736870,epk,556,8
2136695881530056108,epk,471,6
2137420523772422184,epk,710,32
2138870421081143021,epk,373,3
2140319701405265449,epk,674,9
2141769253236399612,epk,740,8
2142494189459834836,epk,534,6
2143218989601893737,epk,1025,19
2143883414768360058,epk,547,1
2144668378652375902,epk,234,2
2146133013075704913,epk,1405,12
2146842713371292874,epk,320,4
2147567519569035946,epk,429,6
2148292415348519434,epk,449,4
2149017218268833939,epk,443,0
2149741784954892886,epk,256,1
2151010281140258567,epk,1296,16
2151916173562833003,epk,724,5
2152640980170472941,epk,306,4
2153365864846203825,epk,847,3
2154090700203942726,epk,603,5
2154815646693793551,epk,359,2
2155539980143228083,epk,843,15
2156264768539771879,epk,427,2
2157714415305909143,epk,294,2
2159164087372393521,epk,1795,31
2159888498365202879,epk,425,2
2160613433932891584,epk,342,2
2162062999758318028,epk,592,5
2162787821660909022,epk,543,8
2163512700225914082,epk,794,7
2164237522035901095,epk,363,4
2164962091929073433,epk,881,11
2166416629143733617,epk,489,4
2167076641758842288,epk,261,7
2167879317903982302,epk,655,12
2167899971596336912,epk,816,15
2168616069178520455,epk,782,0
2169147806539278993,epk,1016,11
2169886781977500821,epk,3166,54
2170579303108868457,epk,472,0
2170760333262010517,epk,1020,16
2171306390504050714,epk,792,0
2171487547502750440,epk,1196,24
2172209875127151754,epk,1625,20
2172874833398596171,epk,279,0
2172934647015863304,epk,1039,15
2173478361219811105,epk,1289,23
2174203393971057226,epk,380,0
2174384356561387745,epk,1739,16
2175109432422306604,epk,1377,22
2175924359115026530,epk,401,0
2176377225741747605,epk,777,11
2176558612050563139,epk,1212,0
2177283488946957684,epk,748,0
2177736659738438501,epk,1710,16
2178008195256137785,epk,1112,13
2180001458160812269,epk,1193,12
2180182549391876401,epk,360,0
2180907180647388655,epk,1925,31
2180997823970570432,epk,1008,0
2182991050831261632,epk,1041,13
2183172147053176254,epk,1181,0
2183625269323773604,epk,296,0
2183897119001640942,epk,616,0
2185074907212983505,epk,625,0
2185255837585533448,epk,1018,13
2185799881184853417,epk,1223,17
2186524885386305990,epk,1030,15
2187974270369908278,epk,762,0
2188698957139403151,epk,922,18
2188879918431322115,epk,428,11
2189423594593117905,epk,234,0
2189604786050719733,epk,252,0
2189695068092652058,epk,208,0
2190148246164131001,epk,836,0
2190873057823029841,epk,1963,0
2191809018757816753,epk,1187,0
2193228331469255188,epk,603,0
2193772641089126262,epk,390,0
2193953302060509738,epk,645,0
2194677815581219222,epk,378,15
2196127480650258014,epk,147,0
2196218225860057785,epk,1219,15
2196852768816540930,epk,253,11
2196942807553241712,epk,1853,22
2197667605339420629,epk,202,0
2198392489701630157,epk,551,0
2198845575113627955,epk,288,0
2199026750893879737,epk,482,0
2199570280732239542,epk,549,0
2199751552477752319,epk,585,0
2200385690273618241,epk,363,0
2200525459163538032,epk,824,0
2201081047987672110,epk,213,0
2201925751761997964,epk,701,0
2202695917110608025,epk,263,0
2203465900644665611,epk,626,0
2203918955823527638,epk,322,0
2204643749463965562,epk,942,0
2204825036594986475,epk,976,0
2205457866378972682,epk,538,0
2205549471539354071,epk,1135,0
2206153687269497715,epk,856,0
2206274552817141004,epk,193,0
2206878397953710518,epk,440,0
2206999260466142163,epk,393,0
2207723884472564338,epk,900,0
2208297831285340716,epk,1022,0
2208479075794716403,epk,440,0
2208993248929036278,epk,881,0
2210616229123932772,epk,652,0
2212158332962374375,epk,175,0
2212836152897383265,epk,281,0
2214973659513518573,epk,392,0
2217130860414418152,epk,1378,0
2217750515623087365,epk,412,0
2218474825473638347,epk,1011,0
2223412189930086557,epk,578,0
2224212874705220255,epk,328,0
2225813011546025193,epk,404,0
2226599294967038798,epk,1136,0
2227927171431046399,epk,377,0
2229376663752287786,epk,773,0
2230101430787101785,epk,482,0
2230984010126067322,epk,940,0
2232448820919601065,epk,695,0
2233152230396390591,epk,989,0
2234353186039652688,epk,762,0
2235384524968397252,epk,1048,0
2237439651601485901,epk,519,0
2238164536762971561,epk,1065,0
2238889295121057413,epk,879,0
2239613928405746497,epk,265,0
2244627096533731491,epk,667,0
2246136993998008561,epk,442,0
2249036296730972897,epk,930,0
2251935690354993288,epk,859,0
2254109561340653668,epk,467,4
2256284387070365336,epk,649,0
2258360613796758102,epk,662,1
2259079274988570604,epk,577,2
2260774420776075027,epk,1411,10
2261337659859792491,epk,1526,8
2262728060889977165,epk,766,5
2264198072880323025,epk,239,0
2264198330217420727,epk,242,0
2264198445066090331,epk,261,0
2264198582798491429,epk,292,3
2264198729825742668,epk,282,1
2264198848557925206,epk,388,1
2264199724504923116,epk,265,2
2264200467240599623,epk,411,2
2264201081722951307,epk,632,2
2264859604110670589,epk,719,2
2264860157029087636,epk,890,7
2264861276673372197,epk,1287,6
2265542728775798102,epk,606,6
2265543574842318975,epk,1006,8
2265550591552176303,epk,1282,16
2266296207085645423,epk,563,3
2266296430994150161,epk,1132,6
2266296621004730749,epk,1263,34
2267079273013909471,epk,554,5
2267079731828873701,epk,369,7
2267079965409595515,epk,528,4
2267740368741483584,epk,373,2
2267740575831126232,epk,545,29
2267740763744293705,epk,1667,34
2298071969136353380,epk,762,8
2298217314268926142,epk,179,1
2298320279935842674,epk,419,6
2298773255011881844,epk,324,12
2298924257816018114,epk,263,4
2299131726680862932,epk,264,1
2299498023562308551,epk,247,2
2299649021752748073,epk,218,0
2299769806693755442,epk,781,10
2300222814527363745,epk,247,2
2300390657059448200,epk,230,4
2300494590092169488,epk,320,2
2300947604309441616,epk,1760,13
2301206999681213305,epk,222,0
2301219356453248201,epk,324,5
2301672352073009017,epk,388,5
2301823344978540184,epk,349,13
2301947354458561444,epk,1211,33
2302397128768774280,epk,164,0
2302548122504922858,epk,293,8
2302668911178727599,epk,636,36
2303126997383463245,epk,353,2
2303272914342287918,epk,743,9
2303393721798115492,epk,886,6
2303846678301836574,epk,461,21
2303997669991098700,epk,355,1
2304118463790411007,epk,1277,31
2304571453831693309,epk,488,15
2304722453850863868,epk,462,4
2304843244001286243,epk,950,30
2305296225259678853,epk,313,4
2305447240118073900,epk,447,8
2305568017232614502,epk,678,5
2306021010344032586,epk,162,3
2306172018953263917,epk,131,0
2306292802963103460,epk,260,5
2306746115495957598,epk,219,2
2306896776732618493,epk,297,0
2307017586847790608,epk,580,18
2307481141359612171,epk,434,9
2307621549678981874,epk,225,6
2307742351548110493,epk,314,2
2308200865336708812,epk,765,25
2308346329252192043,epk,668,7
2308467122967509557,epk,282,8
2308920103940766877,epk,356,8
2309076628638326471,epk,685,10
2309191896307999066,epk,620,23
2309644877843293607,epk,596,15
2309795881670695756,epk,285,3
2309916671057779970,epk,540,17
2310369655294151863,epk,256,7
2310520647050466908,epk,1501,27
2310641442435123775,epk,123,0
2311094432971378830,epk,605,26
2311245429702357751,epk,262,0
2311366224474603625,epk,719,11
2311819205095508201,epk,273,2
2311970204619769689,epk,286,8
2312090993562074190,epk,213,8
2312547054815397058,epk,321,7
2312694981198270966,epk,245,6
2312815787949523657,epk,334,2
2313268771690977933,epk,228,3
2313419776852439048,epk,525,5
2313540548774322618,epk,1022,56
2314760055278534684,epk,254,5
2318342187842324017,epk,731,8
2318493181200833825,epk,405,2
2318613997632797544,epk,1566,33
2319068974767442807,epk,749,15
2319217950271713897,epk,535,4
2319338765361293244,epk,158,3
2319791737610240448,epk,774,8
2319942727135321011,epk,698,26
2320063526823369572,epk,861,17
2320516515279242916,epk,945,11
2320667517470941023,epk,1241,29
2320788304567866156,epk,453,3
2321241284928733163,epk,271,7
2321392297622970515,epk,598,9
2321513082689884266,epk,625,3
2322711471637081620,epk,261,6
2322841843599362426,epk,259,5
2322962628699686742,epk,506,0
2323445830622976430,epk,147,0
2323687403633999153,epk,617,13
2324140406132240814,epk,280,0
2324412180514309758,epk,825,7
2324865167980244917,epk,331,7
2325136958351080099,epk,550,19
2325620145845971657,epk,268,0
2325861730097739780,epk,269,3
2326314728536062571,epk,212,3
2326586517304418332,epk,478,4
2327039490467851625,epk,1775,16
2327311283112007945,epk,398,3
2327764272306151054,epk,645,7
2327915309402913112,epk,383,5
2328036057819874110,epk,677,6
2328519252696810766,epk,333,6
2328640053475432826,epk,239,0
2328760836998598262,epk,930,37
2329213829380569938,epk,1513,18
2329364820775962974,epk,667,6
2329485608107880176,epk,658,10
2329954267121000474,epk,535,18
2330180182223036293,epk,405,18
2330216252784472292,epk,280,0
2330663394642156339,epk,316,0
2330814369076056470,epk,397,18
2330935164963992106,epk,466,2
2331388152925122581,epk,605,8
2331539182572790336,epk,1026,13
2331659938078076601,epk,501,6
2332112959316455073,epk,994,10
2332263930562809574,epk,428,19
2332384710594898744,epk,509,2
2332837698220235041,epk,333,6
2332988705723534388,epk,285,2
2333109504723678453,epk,228,12
2333743680275620561,epk,367,0
2333774884681208372,epk,1993,60
2333834268199243905,epk,386,0
2334287265731627109,epk,203,8
2334438244527611153,epk,343,6
2334559080890639290,epk,641,12
2335012038526636025,epk,191,0
2335163029100412947,epk,382,12
2335283815014358049,epk,446,0
2335736799150186158,epk,406,6
2335887792550458533,epk,1649,53
2336008588312887387,epk,228,5
2336461586549778607,epk,171,6
2336612569473011545,epk,310,2
2336733366594091498,epk,246,2
2337186376583556223,epk,809,25
2337337379194793474,epk,281,0
2337458141771784516,epk,646,24
2337911132559697900,epk,314,6
2338062131127549210,epk,244,0
2338182929079217012,epk,434,2
2340810234939212820,epk,422,8
2340961225361738462,epk,508,4
2341082020603830601,epk,461,4
2341535011878348334,epk,490,4
2341686012929132068,epk,352,12
2341806805646334205,epk,611,0
2342259807817607812,epk,498,14
2342410784507964858,epk,428,4
2342531571219027001,epk,368,15
2342984565949704360,epk,379,2
2343135558955914306,epk,307,15
2343256345926957085,epk,582,10
2343709334936374524,epk,972,26
2343860337413378066,epk,1207,27
2343981129140594341,epk,310,6
2344434149657750848,epk,284,2
2344585120987810628,epk,1365,44
2344705906222400572,epk,1156,16
2345158896179816288,epk,284,2
2345309886325552753,epk,672,18
2345430666157799035,epk,134,3
2345883664982183822,epk,423,6
2346034665454169625,epk,1054,72
2346155451091473453,epk,460,0
2346608443196378477,epk,346,2
2346823269885638173,epk,879,40
2346880224213843774,epk,765,20
2347333210933293342,epk,314,4
2347484210692167427,epk,350,10
2347604999827519646,epk,445,6
2348090226056189295,epk,1110,34
2348815127188701372,epk,818,27
2348933781976967156,epk,1266,21
2349537743448947448,epk,415,8
2349658535126104084,epk,1694,22
2350262521923155628,epk,642,11
2350383310312016153,epk,1184,23
2350987295615942240,epk,1597,59
2351108094045870234,epk,2067,19
2351712073167495715,epk,488,5
2351832870230076053,epk,783,13
2351953664415231245,epk,405,2
2352457489051931638,epk,948,13
2352557652848201274,epk,524,22
2353161624982141972,epk,1763,37
2353282416441263466,epk,1194,61
2353886403515338186,epk,1334,18
2354007205518759715,epk,848,27
2354611169574439808,epk,1365,18
2354731973498754661,epk,359,4
2355335945892827593,epk,1753,42
2355456747954932455,epk,602,8
2356060724509756585,epk,1123,12
2356181532661963859,epk,637,9
2356211257157480238,epk,11044,125
2356785501339688573,epk,1432,23
2356906294082037472,epk,249,0
2357510274386529190,epk,585,3
2357631075123226337,epk,211,4
2357751867203059682,epk,140,0
2358235064084936664,epk,855,37
2358355845628550801,epk,542,6
2358959837014371193,epk,639,16
2359080620864728245,epk,1013,17
2359684609901833949,epk,1591,60
2359805392980521637,epk,789,11
2360409384399793546,epk,1045,48
2360530172906019272,epk,668,9
2361134150123469608,epk,525,7
2361254954391793362,epk,587,25
2361858932624320477,epk,573,18
2361979719217795168,epk,1933,28
2362583710964383253,epk,387,4
2362704498824456521,epk,850,20
2362825305131127886,epk,629,16
2363308489254001805,epk,758,16
2363429290124978503,epk,466,2
2364033256445444961,epk,722,5
2364154075712667531,epk,390,10
2364274845411592916,epk,501,6
2364758035960124920,epk,355,9
2364878821580587776,epk,779,12
2365482815055175345,epk,363,12
2365603605037628785,epk,691,6
2366207589981057576,epk,394,11
2366328379602857638,epk,537,16
2366932362566515779,epk,385,22
2367053154184784926,epk,440,7
2367173950777330481,epk,403,11
2367657141518732338,epk,626,14
2367777926342444839,epk,1338,38
2368381904675645752,epk,2006,29
2368502705638779605,epk,904,26
2369106691211375418,epk,1053,14
2369227482460362704,epk,608,25
2369831466330033324,epk,893,19
2369952256866233827,epk,623,31
2370073051185632301,epk,458,2
2370556247002255737,epk,318,3
2370677032714979808,epk,3038,57
2370797838325408559,epk,383,6
2371281010460784831,epk,1507,10
2371401807129085090,epk,410,12
2372005788364647655,epk,866,8
2372126588153471933,epk,490,11
2372730565177977073,epk,1135,14
2372851362131426774,epk,276,6
2373455344524828444,epk,838,8
2373576141067095401,epk,249,12
2374180130859076822,epk,1185,18
2374300919214283416,epk,168,2
2375025694383527950,epk,822,23
2375750462908670075,epk,361,8
2375904982695510808,epk,314,2
2375922097091600626,epk,510,17
2377064678970219882,epk,638,12
2377200014287349620,epk,706,16
2377320812498993949,epk,1276,24
2377789436145789705,epk,922,21
2378528798072601663,epk,438,2
2378649571781150712,epk,860,21
2378770402607863056,epk,399,8
2379253541172038981,epk,467,8
2379495137813553087,epk,817,31
2379978324486533973,epk,393,3
2380219914392159738,epk,443,4
2380703100544929333,epk,508,7
2380823890544104402,epk,304,2
2381552582614393735,epk,330,2
2381676041650786673,epk,599,10
2382157022379853402,epk,534,11
2382273445596974715,epk,437,9
2382877421447081152,epk,1086,36
2383119008466919024,epk,419,3
2383722994081395367,epk,398,3
2383843784105836083,epk,526,11
2384326971508430439,epk,439,16
